49.784,-95.84266666666667
0.0,0.0
0.0,0.0
33.528,-46.736000000000004
127.0,-52.832
188.976,-54.525333333333336
258.4026666666667,-36.23733333333333
274.99733333333336,29.802666666666667
267.208,134.78933333333333
260.096,185.58933333333334
235.03466666666668,218.44
188.63733333333334,222.16533333333334
134.78933333333333,227.584
76.2,228.6
9.821333333333333,209.63466666666667
-8.805333333333333,141.56266666666667
-2.3706666666666667,75.52266666666667
44.704,49.784
100.92266666666667,67.73333333333333
133.096,88.73066666666666
133.096,88.73066666666666
